,store_name,location,category_1,category_2,hashtags,preprocessed_telephones_list
795,우연사,B동 3F 3160호,원단,화섬,['#화섬'],02-2265-7087
796,하섬섬유,B동 3F 3159호,원단,면직물,['#직물'],02-2274-2422
797,보스코,B동 3F 3158호,원단,화섬,['#화섬'],02-2277-2509
798,남광직물,B동 3F 3157호,원단,면직물,['#직물'],02-2267-8854
799,B.S Tex,B동 3F 3156호,원단,면직물,['#직물'],02-2277-6735
800,(주)삼호텍스,B동 3F 3155호,원단,면직물,['#직물'],02-2275-4440
801,여우,B동 3F 3154호,원단,면직물,['#직물'],02-2275-3617
802,에코텍스,B동 3F 3153호,원단,면직물,['#면체크'],02-2269-3030
803,신흥직물,B동 3F 3152호,원단,면직물,['#직물'],02-2273-0102
804,모티브,B동 3F 3151호,원단,교직물,['#교직물'],02-2279-9096
805,곰TEX,B동 3F 3150호,원단,면직물,['#직물'],02-2275-1035
806,태영상사,B동 3F 3149호,원단,면직물,['#직물'],02-2269-7318
807,민텍스,B동 3F 3148호,원단,면직물,['#직물'],02-2268-9080
808,신영상사,B동 3F 3147호,원단,면직물,['#직물'],02-2274-7655
808,신영상사,B동 3F 3147호,원단,면직물,['#직물'],02-2274-7904
808,신영상사,B동 3F 3147호,원단,면직물,['#직물'],02-2274-7655
808,신영상사,B동 3F 3147호,원단,면직물,['#직물'],02-2274-7904
809,아톰,B동 3F 3146호,원단,화섬,['#화섬'],02-2279-7141
810,큰집,B동 3F 3145호,원단,화섬,['#직기(화섬)'],02-2275-0209
811,다루,B동 3F 3144호,원단,기타,['#원단'],02-2272-5186
811,다루,B동 3F 3144호,원단,기타,['#원단'],02-2272-5187
811,다루,B동 3F 3144호,원단,기타,['#원단'],02-2272-5186
811,다루,B동 3F 3144호,원단,기타,['#원단'],02-2272-5187
812,보광텍스,B동 3F 3143호,원단,면직물,['#면'],02-2273-0306
813,조이 월드 패브릭,B동 3F 3142호,원단,기타,['#기능성원단'],02-2272-7504
814,케이디컴퍼니,B동 3F 3139-1호,원단,면직물,['#직물'],02-2269-0377
815,제일직물,B동 3F 3139호,원단,면직물,['#직물'],02-2278-8356
815,제일직물,B동 3F 3139호,원단,면직물,['#직물'],02-2275-8250
815,제일직물,B동 3F 3139호,원단,면직물,['#직물'],02-2278-8356
815,제일직물,B동 3F 3139호,원단,면직물,['#직물'],02-2275-8250
816,EQ,B동 3F 3138-1호,원단,기타,['#나염'],02-2272-2637
817,G.F Tex,B동 3F 3138호,원단,교직물,['#교직물'],02-2274-2791
818,혁신텍스,B동 3F 3137-1호,원단,면직물,['#셔츠'],02-2267-2082
818,혁신텍스,B동 3F 3137-1호,원단,면직물,['#셔츠'],02-2268-2087
818,혁신텍스,B동 3F 3137-1호,원단,면직물,['#셔츠'],02-2267-2082
818,혁신텍스,B동 3F 3137-1호,원단,면직물,['#셔츠'],02-2268-2087
819,다인텍스,B동 3F 3137호,원단,면직물,['#직물'],02-2279-2010
820,마리오,B동 3F 3136호,원단,화섬,['#화섬'],02-2278-6915
821,하린,B동 3F 3135호,원단,화섬,['#기능성 섬유'],02-2272-2900
822,성남사,B동 3F 3134호,원단,면직물,['#직물'],02-2264-9224
823,브랜드E.S,B동 3F 3133호,원단,화섬,['#화섬'],02-2266-3448
824,JK,B동 3F 3132호,원단,화섬,['#화섬'],02-2267-9021
825,BY 컴퍼니(번영상사),B동 3F 3131호,원단,면직물,['#직물'],02-2265-9233
826,지니,B동 3F 3130호,원단,기타,['#원단'],02-2279-9061
827,우성직물,B동 3F 3129호,원단,면직물,['#직물'],02-2273-4947
828,막내삼촌,B동 3F 3128호,원단,기타,['#원단'],02-2263-5745
829,코니TEX,B동 3F 3127호,원단,면직물,['#직물'],02-2272-3126
830,코니TEX,B동 3F 3126호,원단,면직물,['#직물'],02-2272-3126
831,효다섬유,B동 3F 3125호,원단,면직물,['#직물'],02-2275-0131
832,네이비,B동 3F 3124호,원단,화섬,['#화섬'],02-2266-0419
833,네이비,B동 3F 3123호,원단,기타,['#직기'],02-2266-0419
834,상원섬유,B동 3F 3122호,원단,화섬,"['#안감', '#사틴', '#시폰', '#다후다', '#투일', '#연사공단']",02-2269-6716
834,상원섬유,B동 3F 3122호,원단,화섬,"['#안감', '#사틴', '#시폰', '#다후다', '#투일', '#연사공단']",02-2269-6717
834,상원섬유,B동 3F 3122호,원단,화섬,"['#안감', '#사틴', '#시폰', '#다후다', '#투일', '#연사공단']",02-2269-6716
834,상원섬유,B동 3F 3122호,원단,화섬,"['#안감', '#사틴', '#시폰', '#다후다', '#투일', '#연사공단']",02-2269-6717
835,퍼스트 패브릭,B동 3F 3120호,원단,화섬,['#화섬'],02-1666-6616
836,유림상사,B동 3F 3119호,원단,면직물,['#직물'],02-2279-6396
837,금 in tex,B동 3F 3118호,원단,화섬,['#화섬'],02-2285-3304
838,태성,B동 3F 3117호,원단,면직물,['#직물'],02-2269-1225
839,태영,B동 3F 3116호,원단,기타,['#망사'],02-2266-8394
840,유림텍스,B동 3F 3114호,원단,화섬,['#화섬'],02-2279-0401
841,유림텍스,B동 3F 3113호,원단,화섬,['#화섬'],02-2279-0401
842,서령상사,B동 3F 3112호,원단,면직물,['#직물'],02-2263-6823
842,서령상사,B동 3F 3112호,원단,면직물,['#직물'],6141
842,서령상사,B동 3F 3112호,원단,면직물,['#직물'],02-2263-6823
842,서령상사,B동 3F 3112호,원단,면직물,['#직물'],6141
843,올텍스,B동 3F 3110호,원단,면직물,['#직물'],02-2275-9356
844,나눔,B동 3F 3109호,원단,화섬,['#화섬'],02-2269-3093
845,나눔,B동 3F 3108호,원단,화섬,['#화섬'],02-2269-3093
846,동원사,B동 3F 3106호,원단,면직물,['#직물'],02-2279-8646
847,동원사,B동 3F 3105호,원단,면직물,['#직물'],02-2279-8646
848,동원사,B동 3F 3104호,원단,면직물,['#직물'],02-2279-8646
849,아인텍스,B동 3F 3103호,원단,화섬,"['#면', '#화섬직']",02-2268-6962
850,아인텍스,B동 3F 3102호,원단,화섬,"['#면', '#화섬직']",02-2268-6962
851,D.O,B동 3F 3101호,원단,화섬,['#화섬'],22748327
852,동원사 창고,B동 3F 3100호,원단,기타,[],
853,씨에스(CS)텍스타일,B동 3F 3099호,원단,화섬,['#화섬'],02-2268-9377
854,and 경기,B동 3F 3098호,원단,화섬,['#화섬'],02-2266-4909
855,은하상사,B동 3F 3097호,원단,면직물,['#직물'],02-2271-0756
856,삼전,B동 3F 3094-1호,원단,면직물,['#면직물'],02-2273-3180
857,상상텍스,B동 3F 3094호,원단,화섬,['#화섬'],02-766-9294
858,제일상사,B동 3F 3093호,원단,면직물,['#직물'],02-2277-9727
859,제일상사,B동 3F 3092호,원단,면직물,['#직물'],02-2277-9727
860,하나플러스,B동 3F 3091호,원단,화섬,['#화섬'],
861,쭌텍스,B동 3F 3090호,원단,화섬,['#화섬'],02-2272-3193
862,소윤텍스,B동 3F 3089호,원단,면직물,['#직물'],02-2277-4141
863,영림직물,B동 3F 3088호,원단,면직물,['#직물'],02-2273-0075
864,에이케이 텍스타일,B동 3F 3087호,원단,화섬,['#화섬'],02-2272-9226
865,라움(RAUM),B동 3F 3086호,원단,화섬,['#화섬'],
866,개발상사,B동 3F 3085호,원단,화섬,['#화섬'],02-2269-5862
867,코알라,B동 3F 3084호,원단,화섬,['#화섬'],02-2269-8622
868,태평,B동 3F 3083호,원단,화섬,['#화섬직물'],02-2275-8088
869,우진사,B동 3F 3082호,원단,기타,['#직물(기능성)'],02-2271-2787
870,성은사,B동 3F 3081호,원단,화섬,['#화섬'],02-2271-3330
870,성은사,B동 3F 3081호,원단,화섬,['#화섬'],02-2271-3331
870,성은사,B동 3F 3081호,원단,화섬,['#화섬'],02-2271-3330
870,성은사,B동 3F 3081호,원단,화섬,['#화섬'],02-2271-3331
871,투연텍스,B동 3F 3080호,원단,화섬,"['#겉감용화섬(폴리', '#나일론)']",02-2269-3080
871,투연텍스,B동 3F 3080호,원단,화섬,"['#겉감용화섬(폴리', '#나일론)']",02-2269-3081
871,투연텍스,B동 3F 3080호,원단,화섬,"['#겉감용화섬(폴리', '#나일론)']",02-2269-3080
871,투연텍스,B동 3F 3080호,원단,화섬,"['#겉감용화섬(폴리', '#나일론)']",02-2269-3081
872,동덕직물,B동 3F 3079호,원단,기타,['#누비'],02-2275-4594
873,동덕직물,B동 3F 3078호,원단,기타,['#누비'],02-2275-4594
874,한영직물,B동 3F 3077호,원단,기타,"['#스포츠원단', '#방수원단']",02-2271-0570
875,명성사,B동 3F 3076호,원단,화섬,"['#방수원단', '#하이포라', '#라미네이팅', '#동대문', '#종합시장']",02-2273-0166
876,대명상사,B동 3F 3075호,원단,면직물,['#직물'],02-2276-0030
877,보성텍스,B동 3F 3074호,원단,기타,['#기능성원단'],02-2273-3074
878,HD 텍스타일,B동 3F 3073호,원단,화섬,['#화섬'],02-2277-6645
878,HD 텍스타일,B동 3F 3073호,원단,화섬,['#화섬'],02-2266-8834
878,HD 텍스타일,B동 3F 3073호,원단,화섬,['#화섬'],02-2277-6645
878,HD 텍스타일,B동 3F 3073호,원단,화섬,['#화섬'],02-2266-8834
879,태은,B동 3F 3072호,원단,화섬,['#화섬'],02-2275-1252
880,부광사,B동 3F 3071호,원단,화섬,['#화섬'],02-2276-0770
881,강인텍스,B동 3F 3070호,원단,화섬,"['#화섬', '#본딩', '#퀼팅', '#나일론', '#폴리', '#교직물']",02-2275-4173
882,문텍스타일,B동 3F 3068호,원단,면직물,['#면직물'],02-2279-0801
883,블루,B동 3F 3067호,원단,화섬,['#화섬'],02-2285-3321
884,광진실업,B동 3F 3066호,원단,기타,['#코오롱 기능성 원단'],02-2266-8545
885,라움,B동 3F 3065호,원단,면직물,['#원단'],02-2265-5001
886,이지스포츠,B동 3F 3064호,원단,기타,['#기능성 원단'],02-2274-9942
886,이지스포츠,B동 3F 3064호,원단,기타,['#기능성 원단'],02-2274-9943
886,이지스포츠,B동 3F 3064호,원단,기타,['#기능성 원단'],02-2274-9942
886,이지스포츠,B동 3F 3064호,원단,기타,['#기능성 원단'],02-2274-9943
887,광진실업,B동 3F 3063호,원단,기타,['#코오롱 기능성 원단'],02-2266-8545
888,가현,B동 3F 3062호,원단,화섬,"['#가현', '#동대문원단', '#스웨이드원단', '#면스판원단']",02-921-8870
889,문텍스타일,B동 3F 3061호,원단,면직물,['#면직물'],02-2279-0801
890,강운텍스,B동 3F 3060호,원단,기타,"['#콤파운드', '#망사']",02-2279-1879
891,강운텍스,B동 3F 3059호,원단,기타,"['#콤파운드', '#망사']",02-2279-1879
892,삼손,B동 3F 3058호,원단,화섬,['#화섬'],02-2275-0985
893,총각사,B동 3F 3057호,원단,면직물,['#원단'],02-2265-2804
894,총각사,B동 3F 3056호,원단,면직물,['#원단'],02-2265-2804
895,예진TEX,B동 3F 3055호,원단,면직물,['#직물'],
896,예진TEX,B동 3F 3054호,원단,면직물,['#직물'],02-2273-7722
896,예진TEX,B동 3F 3054호,원단,면직물,['#직물'],02-2265-5218
896,예진TEX,B동 3F 3054호,원단,면직물,['#직물'],02-2273-7722
896,예진TEX,B동 3F 3054호,원단,면직물,['#직물'],02-2265-5218
897,라소텍스,B동 3F 3053호,원단,화섬,['#화섬'],02-953-5747
898,팔공,B동 3F 3052호,원단,화섬,['#화섬'],02-2285-3914
898,팔공,B동 3F 3052호,원단,화섬,['#화섬'],02-2285-3915
898,팔공,B동 3F 3052호,원단,화섬,['#화섬'],02-2285-3914
898,팔공,B동 3F 3052호,원단,화섬,['#화섬'],02-2285-3915
899,만영,B동 3F 3051호,원단,교직물,['#교직물'],02-2277-3071
899,만영,B동 3F 3051호,원단,교직물,['#교직물'],02-2277-3072
899,만영,B동 3F 3051호,원단,교직물,['#교직물'],02-2277-3071
899,만영,B동 3F 3051호,원단,교직물,['#교직물'],02-2277-3072
900,두손패브릭,B동 3F 3050호,원단,기타,['#원단'],02-2268-6184
901,남일,B동 3F 3049호,원단,기타,['#원단'],02-2275-5502
902,상도,B동 3F 3048호,원단,면직물,['#직물'],02-2268-9715
902,상도,B동 3F 3048호,원단,면직물,['#직물'],02-2268-9716
902,상도,B동 3F 3048호,원단,면직물,['#직물'],02-2268-9715
902,상도,B동 3F 3048호,원단,면직물,['#직물'],02-2268-9716
903,프론티어,B동 3F 3047호,원단,화섬,"['#기능성원단', '#메쉬', '#화섬', '#반사', '#스판']",02-2272-7285
904,씨엔씨(CNC)텍스타일,B동 3F 3046호,원단,면직물,['#직물'],02-2275-7013
904,씨엔씨(CNC)텍스타일,B동 3F 3046호,원단,면직물,['#직물'],02-2275-7014
904,씨엔씨(CNC)텍스타일,B동 3F 3046호,원단,면직물,['#직물'],02-2275-7013
904,씨엔씨(CNC)텍스타일,B동 3F 3046호,원단,면직물,['#직물'],02-2275-7014
905,한올텍스,B동 3F 3045호,원단,면직물,['#직물'],02-2263-9487
906,에스앤티 ,B동 3F 3044호,원단,화섬,['#폴리에스터. 나일론 각종교직물'],02-2271-4800
907,JS섬유,B동 3F 3043호,원단,화섬,['#화섬'],02-2269-7800
908,상훈텍스,B동 3F 3042호,원단,화섬,['#화섬'],02-2279-5459
909,태영상사,B동 3F 3041호,원단,화섬,['#화섬'],02-2264-1300
910,물레사,B동 3F 3040호,원단,면직물,['#직물'],02-2273-1298
911,물레사,B동 3F 3039호,원단,면직물,['#직물'],02-2273-1298
912,아이콘,B동 3F 3038호,원단,면직물,['#직물(체크)'],02-2278-5405
913,고은텍스,B동 3F 3037호,원단,화섬,['#화섬'],02-2272-5928
914,찐텍스,B동 3F 3036호,원단,화섬,['#화섬'],02-2264-0417
915,아띠,B동 3F 3035호,원단,화섬,['#화섬'],02-2269-7532
916,한성섬유,B동 3F 3032호,원단,면직물,['#직물'],02-2275-8504
916,한성섬유,B동 3F 3032호,원단,면직물,['#직물'],02-2267-8859
916,한성섬유,B동 3F 3032호,원단,면직물,['#직물'],02-2275-8504
916,한성섬유,B동 3F 3032호,원단,면직물,['#직물'],02-2267-8859
917,유월,B동 3F 3031호,원단,화섬,['#화섬'],02-2273-3719
918,남일사(오른쪽),B동 3F 3029호,원단,화섬,['#직기(화섬)'],02-2266-6408
919,오성안감,B동 3F 3028호,원단,기타,['#안감'],02-2278-2430
920,보영사,B동 3F 3027호,원단,면직물,['#직물'],02-2275-4938
921,보영사,B동 3F 3026호,원단,면직물,['#직물'],02-2275-4938
922,대림직물,B동 3F 3025호,원단,면직물,['#직물'],02-2268-1762
923,현대텍스,B동 3F 3024호,원단,면직물,['#직물'],02-2261-0806
924,그린,B동 3F 3023호,원단,화섬,"['#기능성원단', '#화섬']",02-766-7077
925,그린,B동 3F 3022호,원단,화섬,"['#기능성원단', '#화섬']",02-766-7077
926,신풍상사,B동 3F 3021호,원단,면직물,['#면'],02-2278-3535
927,신풍상사,B동 3F 3020호,원단,면직물,['#면'],02-2278-3535
928,신풍상사,B동 3F 3019호,원단,면직물,['#면'],02-2278-3535
929,월드텍스,B동 3F 3017호,원단,면직물,['#직물'],02-2278-3070
929,월드텍스,B동 3F 3017호,원단,면직물,['#직물'],02-2278-3071
929,월드텍스,B동 3F 3017호,원단,면직물,['#직물'],02-2278-3070
929,월드텍스,B동 3F 3017호,원단,면직물,['#직물'],02-2278-3071
930,월드텍스,B동 3F 3016호,원단,면직물,['#직물'],02-2278-3070
930,월드텍스,B동 3F 3016호,원단,면직물,['#직물'],02-2278-3071
930,월드텍스,B동 3F 3016호,원단,면직물,['#직물'],02-2278-3070
930,월드텍스,B동 3F 3016호,원단,면직물,['#직물'],02-2278-3071
931,대박,B동 3F 3015호,원단,기타,['#직기'],
932,다락방,B동 3F 3014호,원단,화섬,['#화섬'],02-2263-9766
933,대성상사,B동 3F 3013호,원단,면직물,['#직물'],02-2272-4478
934,대성상사,B동 3F 3012호,원단,면직물,['#직물'],02-2272-4478
935,대성상사,B동 3F 3011호,원단,면직물,['#직물'],02-2272-4478
936,파파 go,B동 3F 3010호,원단,화섬,['#직기(화섬)'],02-2272-7205
937,경림상사,B동 3F 3009호,원단,면직물,['#직물'],02-2269-7969
938,대영사,B동 3F 3008-1호,원단,면직물,['#면직물'],02-2274-7705
939,보람 텍스타일,B동 3F 3008호,원단,화섬,['#화섬'],02-2265-3202
940,블루,B동 3F 3006호,원단,기타,[],
941,금별,B동 3F 3005호,원단,화섬,['#직기(화섬)'],02-2273-7679
942,파스텔,B동 3F 3004호,원단,교직물,['#교직물'],02-2274-1954
943,롤텍스타일,B동 3F 3003호,원단,기타,[],
944,원미tex,B동 3F 3002호,원단,기타,"['#수영복 원단', '#수영복지', '#벨벳']",02-2267-2502
945,유진의상실,B동 2F 합특5호,원단,기타,['#바느질'],02-2272-6667
946,㈜야드인,B동 2F 2539호,원단,기타,"['#B2539~B2504-우먼', '#은하수빌딩1층-플레이', '#D2754-D2', '#다이마루', '#동대문종합시장', '#야드인']",010-5587-5186
946,㈜야드인,B동 2F 2539호,원단,기타,"['#B2539~B2504-우먼', '#은하수빌딩1층-플레이', '#D2754-D2', '#다이마루', '#동대문종합시장', '#야드인']",02-2273-2031
946,㈜야드인,B동 2F 2539호,원단,기타,"['#B2539~B2504-우먼', '#은하수빌딩1층-플레이', '#D2754-D2', '#다이마루', '#동대문종합시장', '#야드인']",010-5587-5186
946,㈜야드인,B동 2F 2539호,원단,기타,"['#B2539~B2504-우먼', '#은하수빌딩1층-플레이', '#D2754-D2', '#다이마루', '#동대문종합시장', '#야드인']",02-2273-2031
947,메모리,B동 2F 2538호,원단,면직물,['#면직물'],02-2212-0873
948,다비드 텍스,B동 2F 2537호,원단,기타,['#다이마루'],02-2268-2211
949,엔텍스,B동 2F 2536호,원단,화섬,['#화섬직'],02-2275-3501
949,엔텍스,B동 2F 2536호,원단,화섬,['#화섬직'],02-2275-3502
949,엔텍스,B동 2F 2536호,원단,화섬,['#화섬직'],02-2275-3501
949,엔텍스,B동 2F 2536호,원단,화섬,['#화섬직'],02-2275-3502
950,니지텍스,B동 2F 2535호,원단,기타,"['#다이마루', '#실켓', '#면바이오', '#화섬']",02-2274-2042
950,니지텍스,B동 2F 2535호,원단,기타,"['#다이마루', '#실켓', '#면바이오', '#화섬']",5
950,니지텍스,B동 2F 2535호,원단,기타,"['#다이마루', '#실켓', '#면바이오', '#화섬']",02-2274-2042
950,니지텍스,B동 2F 2535호,원단,기타,"['#다이마루', '#실켓', '#면바이오', '#화섬']",5
951,두리텍스,B동 2F 2534호,원단,기타,['#다이마루'],02-2274-4436
952,단보,B동 2F 2533호,원단,기타,['#다이마루'],02-2268-2639
953,나눔,B동 2F 2532호,원단,화섬,['#화섬'],02-2265-2638
954,세림텍스타일,B동 2F 2531호,원단,기타,['#다이마루'],02-2269-8288
955,W Mission,B동 2F 2530호,원단,기타,['#다이마루'],02-2278-3575
956,NB11,B동 2F 2529호,원단,면직물,['#다이마루'],02-2279-0304
957,GAGA,B동 2F 2524호,원단,기타,['#레이스원단'],02-2268-2419
958,오즈,B동 2F 2523호,원단,기타,['#망사'],02-2279-1824
959,단화(명금단화),B동 2F 2518호,원단,기타,['#다이마루'],02-2268-0567
960,W Mission,B동 2F 2513호,원단,기타,['#다이마루'],02-2278-3577
961,도도,B동 2F 2512호,원단,기타,['#레이스원단'],02-2266-6637
962,대광레이스,B동 2F 2509호,원단,기타,['#레이스원단'],02-2263-2141
962,대광레이스,B동 2F 2509호,원단,기타,['#레이스원단'],02-2263-2142
962,대광레이스,B동 2F 2509호,원단,기타,['#레이스원단'],02-2263-2141
962,대광레이스,B동 2F 2509호,원단,기타,['#레이스원단'],02-2263-2142
963,㈜야드인,B동 2F 2504호,원단,면직물,"['#B2539~B2504-우먼', '#은하수빌딩1층-플레이', '#D2754-D2', '#다이마루', '#종합시장', '#야드인']",02-2273-2031
963,㈜야드인,B동 2F 2504호,원단,면직물,"['#B2539~B2504-우먼', '#은하수빌딩1층-플레이', '#D2754-D2', '#다이마루', '#종합시장', '#야드인']",010-5587-5186
963,㈜야드인,B동 2F 2504호,원단,면직물,"['#B2539~B2504-우먼', '#은하수빌딩1층-플레이', '#D2754-D2', '#다이마루', '#종합시장', '#야드인']",02-2273-2031
963,㈜야드인,B동 2F 2504호,원단,면직물,"['#B2539~B2504-우먼', '#은하수빌딩1층-플레이', '#D2754-D2', '#다이마루', '#종합시장', '#야드인']",010-5587-5186
964,주원레스,B동 2F 2503호,원단,기타,['#망사원단'],02-2269-4393
965,그레이스,B동 2F 2496호,원단,기타,['#자수원단'],02-2285-6608
965,그레이스,B동 2F 2496호,원단,기타,['#자수원단'],02-2285-6609
965,그레이스,B동 2F 2496호,원단,기타,['#자수원단'],02-2285-6608
965,그레이스,B동 2F 2496호,원단,기타,['#자수원단'],02-2285-6609
966,리더프렌즈,B동 2F 2493호,원단,기타,['#자수원단'],02-2263-5740
967,노방집,B동 2F 2475호,원단,화섬,['#화섬'],02-2267-7540
968,노방집,B동 2F 2474호,원단,화섬,['#화섬'],02-2267-7540
969,선일사,B동 2F 2471호,원단,면직물,"['#면', '#누비']",02-2265-1542
970,선일사,B동 2F 2470호,원단,면직물,"['#면', '#누비']",02-2265-1542
971,동호직물,B동 2F 2460호,원단,화섬,['#화섬(안감)'],02-2265-2860
972,가인섬유,B동 2F 2443호,원단,화섬,['#화섬직'],02-2266-2641
973,앰앤에스(M&S),B동 2F 2434호,원단,화섬,['#화섬직물'],02-2275-5551
974,대양레이스,B동 2F 2432호,원단,기타,['#망사'],02-2265-3576
975,LB,B동 2F 2430호,원단,기타,['#자수원단'],02-2216-6080
976,바나바,B동 2F 2429호,원단,기타,['#다이마루'],02-741-3271
977,대아텍스,B동 2F 2427호,원단,화섬,['#화섬'],02-2273-3456
978,스파TEX,B동 2F 2422호,원단,면직물,['#직물'],02-2272-2253
979,스파TEX,B동 2F 2421호,원단,면직물,['#직물'],02-2272-2253
980,이광사,B동 2F 2403호,원단,기타,['#안감'],02-2265-0354
981,모던텍스타일,B동 2F 2399호,원단,기타,['#레이스(자수원단)'],02-2266-9792
982,헵시바직물,B동 2F 2382호,원단,면직물,['#면직물'],02-2266-5095
983,헵시바직물,B동 2F 2381호,원단,면직물,['#면직물'],02-2266-5095
984,진흥상회,B동 2F 2380호,원단,면직물,['#면직물'],02-2279-8605
985,동창상회,B동 2F 2379-1호,원단,면직물,['#면직물'],02-2278-5935
986,아코,B동 2F 2378호,원단,기타,['#원단'],
987,P&Y,B동 2F 2373호,원단,기타,['#매쉬원단'],02-2273-6987
988,삼성메쉬,B동 2F 2371호,원단,기타,['#망사'],02-2275-7121
989,삼성메쉬,B동 2F 2370호,원단,기타,['#망사'],02-2275-7121
990,충남상회,B동 2F 2338호,원단,면직물,['#면직물'],02-2273-3287
991,충남상회,B동 2F 2337호,원단,면직물,['#면직물'],02-2273-3287
992,유창,B동 2F 2309호,원단,기타,['#누비'],02-2273-1273
993,진양사,B동 2F 2308-1호,원단,기타,['#안감'],02-2279-1360
994,그린상사(Reno),B동 1F 합건5호,원단,기타,['#후로킹'],02-2272-2043
995,삼화상회,B동 1F 1566호,원단,면직물,['#면직물 광목 에코백'],010-3034-3602
996,대림직물,B동 1F 1563호,원단,면직물,"['#면직물', '#광목']",02-2268-1943
997,대림직물,B동 1F 1562호,원단,면직물,"['#면직물', '#광목']",02-2268-1943
998,한일,B동 1F 1555호,원단,기타,"['#광목(가운', '#수의)']",02-2285-3339
999,한일,B동 1F 1554호,원단,기타,"['#광목(가운', '#수의)']",02-2285-3339
1000,경동상사,B동 1F 1533호,원단,기타,['#레자'],02-2265-2750
1001,삼영상사,B동 1F 1532호,원단,기타,['#레자'],02-2265-9653
1002,대보상사,B동 1F 1531호,원단,기타,['#인조피혁'],02-2264-7339
1003,명진상사,B동 1F 1530호,원단,기타,"['#합성피혁', '#인조가죽', '#레자 기타등등']",02-2265-5059
1004,대경,B동 1F 1528호,원단,기타,['#원단'],02-2267-6337
1005,제일상사,B동 1F 1506호,원단,기타,['#합성피혁'],02-2277-7501
1005,제일상사,B동 1F 1506호,원단,기타,['#합성피혁'],02-2268-5207
1005,제일상사,B동 1F 1506호,원단,기타,['#합성피혁'],02-2277-7501
1005,제일상사,B동 1F 1506호,원단,기타,['#합성피혁'],02-2268-5207
1006,경진상회,B동 1F 1505호,원단,기타,['#레자'],02-2265-1897
1007,여미택스,B동 1F 1504호,원단,기타,['#인조피혁'],02-2277-6249
1008,한빛상사,B동 1F 1503호,원단,기타,['#인조피혁'],
1009,공안상사,B동 1F 1502호,원단,기타,['#인조피혁'],
1010,삼성사,B동 1F 1489-1호,원단,기타,['#모피'],02-2263-5570
1011,삼성사,B동 1F 1489호,원단,기타,['#모피'],02-2263-5570
1012,우성텍스,B동 1F 1480호,원단,기타,[],
1013,금창상회,B동 1F 1476호,원단,면직물,"['#면직물', '#소창', '#융']",02-2271-0764
1014,금창상회,B동 1F 1475호,원단,면직물,"['#면직물', '#소창', '#융']",02-2271-0764
1015,예원텍스,B동 1F 1453호,원단,기타,['#합성피혁'],02-2285-0556
1016,명진사(J&J),B동 1F 1396호,원단,기타,['#원단(망사)'],02-2265-7728
1017,명진사(J&J),B동 1F 1395호,원단,기타,['#원단(망사)'],02-2261-3353
1018,팔구사,B동 1F 1389-1호,원단,기타,['#원단(망사)'],02-2266-2292
1019,팔구사,B동 1F 1389호,원단,기타,['#원단(망사)'],02-2266-2292
1020,"러블리
강원",B동 1F 1386호,원단,기타,['#기타'],
1021,통일사,B동 1F 1371호,원단,기타,['#워싱광목.  바이오. 캠버스 .옥스포드 .린넨. 면직물코팅. 기타면직물'],02-2265-8445
1022,통일사,B동 1F 1370호,원단,기타,['#광목'],02-2279-9745
1023,덕윤섬유,A동 B1F 023-1호,원단,기타,['#부자재(면테이프)'],02-2264-6060
1024,덕윤섬유,A동 B1F 023호,원단,기타,['#부자재(면테이프)'],02-2264-6060
1025,일신사,A동 B1F 004-10호,원단,기타,['#안감'],02-2279-2638
1026,바늘도사Ⅱ,A동 5F 207호,원단,기타,['#퀼트원단'],02-2264-0231
1027,바늘도사Ⅱ,A동 5F 206호,원단,기타,['#퀼트원단'],02-2264-0231
1028,하이그린,A동 5F 116호,원단,기타,"['#비즈', '#나염', '#쉐타']",02-2269-8788
1029,하이그린,A동 5F 115호,원단,기타,"['#비즈', '#나염', '#쉐타']",02-2269-8788
1030,태우tex,A동 3F 3217호,원단,기타,['#나이론스판'],02-2278-0996
1031,태우tex,A동 3F 3216호,원단,기타,['#나이론스판'],02-2278-0996
1032,백진섬유,A동 3F 3215호,원단,기타,['#폴리'],02-2274-7791
1033,플라워,A동 3F 3214호,원단,화섬,['#화섬'],02-2285-5966
1034,대덕직물,A동 3F 3213호,원단,화섬,['#화섬'],02-2273-1318
1034,대덕직물,A동 3F 3213호,원단,화섬,['#화섬'],02-2276-0838
1034,대덕직물,A동 3F 3213호,원단,화섬,['#화섬'],02-2273-1318
1034,대덕직물,A동 3F 3213호,원단,화섬,['#화섬'],02-2276-0838
1035,디케이,A동 3F 3212호,원단,기타,['#직기'],02-2272-8230
1035,디케이,A동 3F 3212호,원단,기타,['#직기'],02-2273-7541
1035,디케이,A동 3F 3212호,원단,기타,['#직기'],02-2272-8230
1035,디케이,A동 3F 3212호,원단,기타,['#직기'],02-2273-7541
1036,동성직물,A동 3F 3210호,원단,화섬,['#화섬'],02-2268-1466
1036,동성직물,A동 3F 3210호,원단,화섬,['#화섬'],02-2268-1467
1036,동성직물,A동 3F 3210호,원단,화섬,['#화섬'],02-2268-1466
1036,동성직물,A동 3F 3210호,원단,화섬,['#화섬'],02-2268-1467
1037,중앙,A동 3F 3209호,원단,기타,['#원단'],02-2263-1040
1038,코코,A동 3F 3208호,원단,모직물,['#모직'],02-763-8325
1039,신흥텍스,A동 3F 3207호,원단,기타,['#원단'],02-2273-3886
